code,time,buy_no,sell_no,price,vol,amount
000584,100322820,2902818,2931205,6.46,2,1292
000584,100322820,2902934,2931205,6.46,2,1292
000584,100322820,2903089,2931205,6.46,2,1292
000584,100322820,2904276,2931205,6.46,10,6460
000584,100322820,2904279,2931205,6.46,7,4522
000584,100322820,2904280,2931205,6.46,6,3876
000584,100323150,2931425,839117,6.47,37,23939
000584,100323150,2931425,881591,6.47,21,13587
000584,100323150,2931425,919589,6.47,10,6470
000584,100323150,2931425,1268017,6.47,50,32350
000584,100323150,2931425,1642546,6.47,20,12940
000584,100323150,2931425,2534856,6.47,30,19410
000584,100323150,2931425,2560770,6.47,13,8411
000584,100323150,2931425,2581879,6.47,147,95109
000584,100328680,2936836,2581879,6.47,10,6470
000584,100328910,2904280,2937106,6.46,6,3876
000584,100328910,2904285,2937106,6.46,4,2584
000584,100338340,2904285,2945471,6.46,3,1938
000584,100338340,2904286,2945471,6.46,7,4522
000584,100345310,2904286,2952560,6.46,10,6460
000584,100354540,2962613,2581879,6.47,1,647
000584,100357120,2904286,2965451,6.46,7,4522
000584,100357120,2904287,2965451,6.46,12,7752
000584,100357120,2904468,2965451,6.46,1,646
000584,100358470,2967437,2581879,6.47,41,26527
000584,100358470,2967437,2691149,6.47,10,6470
000584,100358470,2967437,2762730,6.47,50,32350
000584,100358470,2967437,2788371,6.47,25,16175
000584,100358470,2967437,2868761,6.47,20,12940
000584,100358470,2967437,2931506,6.47,30,19410
000584,100358470,2967437,2936108,6.47,14,9058
000584,100359080,2968148,2936108,6.47,6,3882
000584,100359080,2968148,2951598,6.47,50,32350
000584,100359350,2968423,604146,6.48,200,129600
000584,100359350,2968423,812781,6.48,10,6480
000584,100359350,2968423,841121,6.48,17,11016
000584,100359350,2968423,851641,6.48,10,6480
000584,100359350,2968423,1301336,6.48,10,6480
000584,100359350,2968423,1635071,6.48,19,12312
000584,100359350,2968423,2525580,6.48,500,324000
000584,100359350,2968423,2722052,6.48,65,42120
000584,100359350,2968423,2901076,6.48,8,5184
000584,100359460,2968489,5935,6.49,14,9086
000584,100400090,2969030,5935,6.49,11,7139
000584,100400090,2969030,7439,6.49,84,54516
000584,100400090,2969030,27884,6.49,7,4543
000584,100400090,2969030,139816,6.49,50,32450
000584,100400090,2969030,228514,6.49,15,9735
000584,100400090,2969030,265426,6.49,2,1298
000584,100400090,2969030,373813,6.49,63,40887
000584,100400090,2969030,887937,6.49,10,6490
000584,100400090,2969030,1099475,6.49,5,3245
000584,100400090,2969030,1816588,6.49,2,1298
000584,100400090,2969030,2762141,6.49,7,4543
000584,100400150,2969105,2762141,6.49,3,1947
000584,100400710,2969936,102540,6.5,1,650
000584,100400720,2969946,102540,6.5,5,3250
000584,100400720,2969950,102540,6.5,3,1950
000584,100401920,2971468,102540,6.5,4,2600
000584,100401920,2971468,125660,6.5,12,7800
000584,100401920,2971468,473973,6.5,3,1950
000584,100401920,2971468,490926,6.5,10,6500
000584,100401920,2971468,570103,6.5,3,1950
000584,100401920,2971468,661010,6.5,9,5850
000584,100401920,2971468,678869,6.5,10,6500
000584,100401920,2971468,736424,6.5,50,32500
000584,100401920,2971468,805616,6.5,24,15600
000584,100401920,2971468,861373,6.5,5,3250
000584,100401920,2971468,1339229,6.5,20,13000
000584,100401920,2971468,1373063,6.5,20,13000
000584,100401920,2971468,1543522,6.5,30,19500
000584,100402190,2971754,1558574,6.5,10,6500
000584,100402190,2971754,2362214,6.5,5,3250
000584,100402190,2971754,2937637,6.5,15,9750
000584,100402370,2971879,2937637,6.5,5,3250
000584,100402370,2971879,69143,6.51,10,6510
000584,100402370,2971879,1193477,6.51,20,13020
000584,100402370,2971879,1249675,6.51,15,9765
000584,100402590,2969123,2972081,6.49,2,1298
000584,100402590,2969180,2972081,6.49,2,1298
000584,100402590,2969197,2972081,6.49,1,649
000584,100404160,2973963,1249675,6.51,2,1302
000584,100404500,2974451,1249675,6.51,2,1302
000584,100404500,2974454,1249675,6.51,2,1302
000584,100406170,2976189,1249675,6.51,13,8463
000584,100406170,2976189,2167646,6.51,15,9765
000584,100406170,2976189,2973705,6.51,1,651
000584,100406170,2976189,664740,6.52,15,9780
000584,100406170,2976189,927752,6.52,4,2608
000584,100412390,2982368,64401,6.54,2,1308
000584,100415710,2985703,64401,6.54,4,2616
000584,100415710,2985703,860259,6.54,10,6540
000584,100415710,2985703,2966813,6.54,1,654
000584,100415710,2985703,2979418,6.54,16,10464
000584,100415710,2985703,6523,6.55,6,3930
000584,100418440,2988435,2986145,6.54,20,13080
000584,100418640,2988435,2988733,6.54,2,1308
000584,100420990,2990836,2988733,6.54,48,31392
000584,100420990,2990836,2989983,6.54,4,2616
000584,100420990,2990836,2990770,6.54,30,19620
000584,100421450,2991291,6523,6.55,3,1965
000584,100421500,2991374,6523,6.55,1,655
000584,100421740,2991781,6523,6.55,90,58950
000584,100421740,2991781,69142,6.55,10,6550
000584,100421740,2991781,285611,6.55,64,41920
000584,100421740,2991781,770419,6.55,24,15720
000584,100421740,2991781,1014811,6.55,35,22925
000584,100421740,2991781,1782356,6.55,4,2620
000584,100421740,2991781,1993550,6.55,25,16375
000584,100421740,2991781,2600304,6.55,2,1310
000584,100421740,2991781,2988220,6.55,3,1965
000584,100427430,2997111,283616,6.56,2,1312
000584,100427430,2997113,283616,6.56,2,1312
000584,100427430,2997115,283616,6.56,3,1967
000584,100427430,2997117,283616,6.56,3,1967
000584,100427430,2997121,283616,6.56,2,1312
000584,100427430,2997121,941860,6.56,1,656
000584,100427440,2997128,941860,6.56,1,656
000584,100427440,2997130,1218398,6.56,1,656
000584,100427450,2997147,1218398,6.56,16,10496
000584,100427840,2997601,1218398,6.56,3,1967
000584,100427840,2997601,300338,6.57,10,6570
000584,100427840,2997601,387286,6.57,7,4599
000584,100428240,2998104,387286,6.57,13,8541
000584,100428240,2998104,1061367,6.57,10,6570
000584,100428240,2998104,1100461,6.57,4,2628
000584,100428240,2998104,1167322,6.57,19,12483
000584,100428240,2998104,524910,6.58,25,16450
000584,100428240,2998104,596539,6.58,29,19082
000584,100429830,2999433,596539,6.58,71,46718
000584,100429830,2999433,1743234,6.58,20,13160
000584,100429830,2999433,2778436,6.58,25,16450
000584,100429830,2999433,2930123,6.58,20,13160
000584,100429830,2999433,2982509,6.58,94,61852
000584,100429830,2999433,5937,6.59,9,5931
000584,100430610,2997721,3000248,6.56,8,5248
000584,100430960,3000663,3000654,6.58,34,22372
000584,100430960,3000663,5937,6.59,16,10544
000584,100430960,3000663,69141,6.59,10,6590
000584,100430960,3000663,271745,6.59,40,26360
000584,100432200,3001689,271745,6.59,53,34927
000584,100432200,3001689,1303156,6.59,10,6590
000584,100432200,3001689,2514142,6.59,19,12521
000584,100432200,3001689,2979490,6.59,1,659
000584,100432200,3001689,2999943,6.59,16,10544
000584,100432200,3001689,6524,6.6,91,60060
000584,100432550,2997721,3002003,6.56,5,3280
000584,100432900,2997721,3002264,6.56,7,4592
000584,100432900,2999665,3002264,6.56,1,656
000584,100432900,2999666,3002264,6.56,1,656
000584,100432900,2999667,3002264,6.56,1,656
000584,100432900,2999668,3002264,6.56,1,656
000584,100432900,2999861,3002264,6.56,9,5904
000584,100433000,2999861,3002387,6.56,7,4592
000584,100433000,2999927,3002387,6.56,13,8528
000584,100433430,3002826,3002506,6.59,13,8567
000584,100433430,3002826,6524,6.6,9,5940
000584,100433430,3002826,41123,6.6,4,2640
000584,100433430,3002826,78832,6.6,5,3300
000584,100433430,3002826,469562,6.6,19,12540
000584,100438230,3007661,469562,6.6,21,13860
000584,100438230,3007661,503844,6.6,9,5940
000584,100438500,3007870,503844,6.6,61,40260
000584,100439600,3008887,503844,6.6,123,81180
000584,100439600,3008887,690973,6.6,1,660
000584,100442030,3011192,3010676,6.59,10,6590
000584,100443290,3012479,3010676,6.59,10,6590
000584,100443290,3012479,3011137,6.59,10,6590
000584,100443290,3012479,690973,6.6,8,5280
000584,100443290,3012479,851446,6.6,10,6600
000584,100443290,3012479,1170786,6.6,10,6600
000584,100443290,3012479,1311478,6.6,12,7920
000584,100443290,3012479,1415089,6.6,10,6600
000584,100443290,3012479,1464874,6.6,30,19800
000584,100443290,3012479,1571619,6.6,30,19800
000584,100443290,3012479,2894366,6.6,1,660
000584,100443290,3012479,3008109,6.6,11,7260
000584,100443650,3012479,3012809,6.6,20,13200
000584,100445410,3014365,1619286,6.61,2,1322
000584,100445980,3014365,3015254,6.61,3,1983
000584,100446060,3014365,3015314,6.61,11,7271
000584,100446060,3012479,3015314,6.6,39,25740
000584,100446480,3015715,3015756,6.61,1,661
000584,100446800,3016084,1204199,6.62,15,9930
000584,100446800,3016086,1204199,6.62,4,2648
000584,100446800,3016086,69140,6.63,10,6630
000584,100446800,3016086,85215,6.63,1,663
000584,100446800,3016090,85215,6.63,15,9945
000584,100447550,3016703,85215,6.63,4,2652
000584,100447550,3016703,3012000,6.63,2,1326
000584,100447700,3015715,3016851,6.61,21,13881
000584,100448330,3017474,3017533,6.62,1,662
000584,100448630,3017910,3012000,6.63,20,13260
000584,100448880,3017474,3018186,6.62,1,662
000584,100449430,3017474,3018833,6.62,1,662
000584,100449940,3019295,3012000,6.63,10,6630
000584,100450710,3017474,3020072,6.62,2,1324
000584,100450710,3017590,3020072,6.62,2,1324
000584,100450960,3017590,3020279,6.62,1,662
000584,100451250,3017590,3020544,6.62,1,662
000584,100451250,3017590,3020547,6.62,5,3310
000584,100451250,3017590,3020553,6.62,31,20522
000584,100451270,3017590,3020597,6.62,2,1324
000584,100451300,3017369,3020623,6.61,1,661
000584,100451330,3020661,3020623,6.61,1,661
000584,100451740,3012479,3021231,6.6,2,1320
000584,100451810,3012479,3021310,6.6,1,660
000584,100452140,3021709,3020623,6.61,8,5288
000584,100452140,3021709,3020631,6.61,5,3305
000584,100452210,3021709,3021787,6.61,1,661
000584,100452650,3021709,3022273,6.61,1,661
000584,100452730,3022341,3020603,6.62,20,13240
000584,100452760,3021709,3022382,6.61,1,661
000584,100452760,3021725,3022382,6.61,1,661
000584,100452820,3012479,3022436,6.6,1,660
000584,100452820,3012479,3022438,6.6,1,660
000584,100452820,3012479,3022442,6.6,1,660
000584,100453030,3022653,3022382,6.61,4,2644
000584,100453170,3012479,3022781,6.6,2,1320
000584,100453290,3012479,3022921,6.6,6,3960
000584,100453310,3012479,3022935,6.6,43,28380
000584,100453310,3014036,3022935,6.6,15,9900
000584,100453310,3014154,3022935,6.6,1,660
000584,100453310,3014424,3022935,6.6,5,3300
000584,100453310,3018483,3022935,6.6,25,16500
000584,100453310,3019881,3022935,6.6,8,5280
000584,100453310,3015557,3022942,6.59,8,5272
000584,100453310,3011303,3022942,6.58,15,9870
000584,100453480,3023066,3022942,6.58,12,7896
000584,100453560,3023198,3022942,6.58,2,1316
000584,100453700,3023327,3022942,6.58,16,10528
000584,100453730,3011320,3023354,6.57,1,657
000584,100453750,3011717,3023369,6.57,1,657
000584,100453800,3011717,3023407,6.57,1,657
000584,100453820,3023419,3022942,6.58,7,4606
000584,100454190,3023762,3022942,6.58,18,11844
000584,100454370,3011717,3023975,6.57,11,7227
000584,100454410,3011717,3024009,6.57,1,657
000584,100454460,3024083,3022942,6.58,10,6580
000584,100454510,3011717,3024128,6.57,1,657
000584,100454510,3011717,3024130,6.57,1,657
000584,100454610,3024223,3022942,6.58,12,7896
000584,100454610,3024223,3022935,6.6,22,14520
000584,100455760,3011717,3025336,6.57,49,32193
000584,100455790,3025373,3022935,6.6,63,41580
000584,100455920,3011717,3025489,6.57,19,12483
000584,100455920,3025491,3022935,6.6,8,5280
000584,100456190,3011717,3025734,6.57,16,10512
000584,100456190,3023955,3025734,6.57,1,657
000584,100456190,3024197,3025734,6.57,1,657
000584,100456190,3000308,3025734,6.56,20,13120
000584,100456190,3002529,3025734,6.56,30,19680
000584,100456190,3002775,3025734,6.56,1,656
000584,100456190,3003989,3025734,6.56,22,14432
000584,100456190,3005567,3025734,6.56,1,656
000584,100456190,2991781,3025734,6.55,10,6550
000584,100457240,3026782,3026357,6.57,20,13140
000584,100457290,3026824,3026357,6.57,6,3942
000584,100457340,3026903,3026357,6.57,14,9198
000584,100457500,3027078,3026357,6.57,10,6570
000584,100458600,3028224,3028000,6.59,3,1977
000584,100500310,3028260,3029782,6.58,5,3290
000584,100500330,3028260,3029812,6.58,4,2632
000584,100500480,3028260,3029996,6.58,4,2632
000584,100500480,3029779,3029996,6.58,1,658
000584,100500510,3029781,3030040,6.58,1,658
000584,100500650,3030204,3030040,6.57,1,657
000584,100502610,3032455,3030040,6.57,2,1314
000584,100502900,3032721,3030040,6.57,1,657
000584,100502900,3032721,3030387,6.58,45,29610
000584,100503420,3031847,3033251,6.56,10,6560
000584,100503420,2991781,3033251,6.55,3,1965
000584,100503750,3033613,3030387,6.58,67,44086
000584,100504490,3034540,3034056,6.56,1,656
000584,100504490,3034540,3034162,6.56,1,656
000584,100504490,3034540,3034202,6.56,1,656
000584,100504540,3034586,3030387,6.58,10,6580
000584,100505060,3035083,3030387,6.58,18,11844
000584,100505950,3035938,3030387,6.58,24,15792
000584,100506290,3034540,3036287,6.57,3,1971
000584,100506570,3034540,3036643,6.57,2,1314
000584,100506660,3034540,3036792,6.57,2,1314
000584,100506940,3037151,3035320,6.59,20,13180
000584,100507880,3034540,3038183,6.57,200,131400
000584,100508040,3038320,3035320,6.59,15,9885
000584,100508490,3038748,3035320,6.59,15,9885
000584,100509310,3038748,3039617,6.59,6,3954
000584,100509450,3038748,3039797,6.59,6,3954
000584,100509550,3038748,3039903,6.59,6,3954
000584,100509970,3038748,3040503,6.59,3,1977
000584,100511000,3038748,3041511,6.59,23,15157
000584,100512180,3038192,3042581,6.58,11,7238
000584,100512180,3038690,3042581,6.58,9,5922
000584,100512190,3038690,3042584,6.58,10,6580
000584,100512960,3038690,3043594,6.58,17,11186
000584,100513040,3038690,3043885,6.58,69,45402
000584,100514000,3044709,3041511,6.59,3,1977
000584,100514070,3038690,3044769,6.58,28,18424
000584,100514990,3045707,3041511,6.59,32,21088
000584,100515190,3038690,3045906,6.58,42,27636
000584,100515190,3043629,3045906,6.58,100,65800
000584,100515220,3034540,3045939,6.57,21,13797
000584,100515230,3034540,3045957,6.57,6,3942
000584,100515400,3034540,3046110,6.57,26,17082
000584,100515860,3034540,3046635,6.57,1,657
000584,100515860,3034540,3046637,6.57,2,1314
000584,100515930,3046690,3045906,6.58,3,1974
000584,100516550,3047262,3045906,6.58,3,1974
000584,100516880,3034540,3047532,6.57,14,9198
000584,100516890,3034540,3047537,6.57,14,9198
000584,100516920,3034540,3047568,6.57,6,3942
000584,100516920,3035150,3047568,6.57,8,5256
000584,100516940,3035150,3047589,6.57,2,1314
000584,100516940,3038609,3047589,6.57,9,5913
000584,100516980,3038609,3047645,6.57,6,3942
000584,100517020,3047667,3045906,6.58,17,11186
000584,100517280,3038609,3047896,6.57,1,657
000584,100517280,3041355,3047896,6.57,10,6570
000584,100517280,3040829,3047896,6.56,18,11808
000584,100517280,3042429,3047896,6.56,5,3280
000584,100518390,3042429,3048974,6.56,15,9840
000584,100518390,2991781,3048974,6.55,18,11790
000584,100518390,2991781,3048982,6.55,7,4585
000584,100518480,2991781,3049122,6.55,3,1965
000584,100518520,2991781,3049204,6.55,2,1310
000584,100518520,2994064,3049204,6.55,8,5240
000584,100518570,3049277,3045906,6.58,10,6580
000584,100519030,3049989,3045906,6.58,25,16450
000584,100519930,3050897,3051113,6.57,1,657
000584,100520650,2994064,3051849,6.55,8,5240
000584,100520650,2996799,3051849,6.55,1,655
000584,100520650,2996800,3051849,6.55,1,655
000584,100520650,2996802,3051849,6.55,1,655
000584,100520650,2996805,3051849,6.55,1,655
000584,100520650,3026058,3051849,6.55,13,8515
000584,100520650,3037798,3051857,6.55,18,11790
000584,100521280,2990836,3052506,6.54,5,3270
000584,100521310,2990836,3052538,6.54,24,15696
000584,100521310,2990836,3052540,6.54,20,13080
000584,100521360,2990836,3052665,6.54,4,2616
000584,100521400,2990836,3052722,6.54,12,7848
000584,100521400,2990836,3052728,6.54,8,5232
000584,100522570,3054467,3051115,6.56,1,656
000584,100522720,3054601,3051134,6.56,1,656
000584,100522720,3054601,3051367,6.57,1,657
000584,100522720,3054601,3054252,6.57,18,11826
000584,100524180,2990836,3056134,6.54,16,10464
000584,100524300,2990836,3056352,6.54,9,5886
000584,100524300,2990836,3056354,6.54,5,3270
000584,100524310,3056356,3054610,6.56,5,3280
000584,100524340,2990836,3056391,6.54,5,3270
000584,100527300,3059991,3054610,6.56,10,6560
000584,100527330,3056533,3060020,6.55,5,3275
000584,100527330,2990836,3060023,6.54,1,654
000584,100527330,2990836,3060025,6.54,1,654
000584,100527370,2990836,3060069,6.54,11,7194
000584,100527810,3060720,3054610,6.56,10,6560
000584,100529050,3061745,3054610,6.56,10,6560
000584,100529350,3061991,3054610,6.56,3,1967
000584,100530080,2990836,3062779,6.54,10,6540
000584,100530430,2990836,3063354,6.54,7,4578
000584,100530430,2991111,3063354,6.54,1,654
000584,100531760,3065229,3054610,6.56,20,13120
000584,100532210,3065702,3054610,6.56,8,5248
000584,100532210,3065702,3055286,6.56,1,656
000584,100532210,3065702,3054252,6.57,5,3285
000584,100532600,3066014,3066106,6.56,2,1312
000584,100532810,3066335,3066106,6.56,8,5248
000584,100532990,3066531,3054252,6.57,27,17739
000584,100533180,3066531,3066823,6.57,2,1314
000584,100533180,3066531,3066825,6.57,3,1971
000584,100533180,3066531,3066827,6.57,5,3285
000584,100533180,3066531,3066829,6.57,2,1314
000584,100533200,3066531,3066861,6.57,6,3942
000584,100533210,3066531,3066864,6.57,3,1971
000584,100533450,3066531,3067240,6.57,6,3942
000584,100533450,3066531,3067252,6.57,12,7884
000584,100533570,3066531,3067420,6.57,34,22338
000584,100533570,3067111,3067420,6.57,1,657
000584,100535500,3069584,3067420,6.57,20,13140
000584,100536160,3066335,3070221,6.56,1,656
000584,100536160,3066335,3070223,6.56,1,656
000584,100536160,3066335,3070225,6.56,2,1312
000584,100536160,3066335,3070227,6.56,1,656
000584,100536200,3066335,3070259,6.56,1,656
000584,100536200,3066335,3070261,6.56,1,656
000584,100536230,3066335,3070279,6.56,3,1967
000584,100536230,3066335,3070286,6.56,2,1312
000584,100536230,3068914,3070286,6.56,20,13120
000584,100536280,3065820,3070346,6.55,3,1965
000584,100536360,3065820,3070467,6.55,5,3275
000584,100536880,3071235,3070640,6.56,1,656
000584,100536880,3071235,3070660,6.56,1,656
000584,100536880,3071235,3070738,6.56,1,656
000584,100539170,3065820,3073754,6.55,10,6550
000584,100539170,3067558,3073754,6.55,15,9825
000584,100539170,3067558,3073759,6.55,5,3275
000584,100539190,3067558,3073787,6.55,7,4585
000584,100540940,3076030,3072937,6.56,1,656
000584,100540940,3076030,3072938,6.56,1,656
000584,100540940,3076030,3073041,6.56,1,656
000584,100540940,3076030,3073202,6.56,1,656
000584,100540940,3076030,3073263,6.56,1,656
000584,100540940,3076030,3073450,6.56,1,656
000584,100540940,3076030,3073550,6.56,1,656
000584,100540940,3076030,3073615,6.56,2,1312
000584,100540940,3076030,3073850,6.56,1,656
000584,100540940,3076030,3067420,6.57,13,8541
000584,100541580,3076633,3067420,6.57,5,3285
000584,100541580,3076633,3070014,6.57,5,3285
000584,100542270,3077207,3077438,6.56,5,3280
000584,100542270,3077207,3077443,6.56,3,1967
000584,100542280,3077207,3077461,6.56,2,1312
000584,100542290,3077207,3077470,6.56,6,3935
000584,100542310,3077207,3077503,6.56,14,9184
000584,100542390,3077207,3077625,6.56,17,11152
000584,100542660,3077207,3078039,6.56,10,6560
000584,100544520,3077207,3079997,6.56,1,656
000584,100545290,3077207,3080734,6.56,15,9840
000584,100545290,3077207,3080737,6.56,3,1967
000584,100545300,3077207,3080747,6.56,22,14432
000584,100545310,3077207,3080760,6.56,3,1967
000584,100548250,3077207,3083935,6.56,28,18368
000584,100548250,3077296,3083935,6.56,5,3280
000584,100548260,3077296,3083950,6.56,11,7216
000584,100548260,3077296,3083958,6.56,17,11152
000584,100548260,3077296,3083961,6.56,8,5248
000584,100548270,3077296,3084013,6.56,8,5248
000584,100548330,3077296,3084085,6.56,1,656
000584,100548330,3077613,3084085,6.56,1,656
000584,100548330,3079268,3084085,6.56,5,3280
000584,100548850,3084820,3070014,6.57,15,9855
000584,100548850,3084820,3070552,6.57,1,657
000584,100548850,3084820,3070603,6.57,2,1314
000584,100548850,3084820,3070604,6.57,1,657
000584,100548850,3084820,3070759,6.57,1,657
000584,100548850,3084820,3071874,6.57,62,40734
000584,100548870,3084856,3071874,6.57,70,45990
000584,100548870,3084856,3072957,6.57,10,6570
000584,100548870,3084856,3073156,6.57,2,1314
000584,100548870,3084856,3073907,6.57,98,64386
000584,100549530,3085589,3073907,6.57,2,1314
000584,100549530,3085589,3075846,6.57,32,21024
000584,100549530,3085589,3084597,6.57,20,13140
000584,100549750,3085788,3047304,6.58,100,65800
000584,100549750,3085788,3051763,6.58,40,26320
000584,100549750,3085788,3066143,6.58,10,6580
000584,100550090,3086125,3066143,6.58,1,658
000584,100550090,3086127,3066143,6.58,1,658
000584,100550100,3086138,3066143,6.58,1,658
000584,100550520,3086554,3066143,6.58,47,30926
000584,100550520,3086554,3049012,6.59,20,13180
000584,100550520,3086554,3022935,6.6,10,6600
000584,100550520,3086554,3023924,6.6,20,13200
000584,100550520,3086554,3028731,6.6,8,5280
000584,100550730,3086756,3028731,6.6,1,660
000584,100550790,3086794,3028731,6.6,1,660
000584,100551070,3087014,3028731,6.6,90,59400
000584,100551070,3087014,3047154,6.6,5,3300
000584,100551070,3087014,3050617,6.6,8,5280
000584,100551070,3087014,3051886,6.6,10,6600
000584,100551070,3087014,3052414,6.6,1,660
000584,100551130,3087014,3087104,6.6,7,4620
000584,100551170,3087014,3087149,6.6,5,3300
000584,100551170,3087014,3087151,6.6,6,3960
000584,100551170,3087014,3087153,6.6,4,2640
000584,100551170,3087014,3087155,6.6,8,5280
000584,100551200,3087014,3087194,6.6,22,14520
000584,100551250,3087014,3087273,6.6,6,3960
000584,100551260,3087014,3087286,6.6,1,660
000584,100551350,3087014,3087415,6.6,1,660
000584,100551870,3087014,3088220,6.6,13,8580
000584,100551980,3087014,3088342,6.6,1,660
000584,100551980,3087014,3088351,6.6,1,660
000584,100552020,3087014,3088425,6.6,1,660
000584,100552040,3087014,3088443,6.6,2,1320
000584,100552060,3087014,3088460,6.6,2,1320
000584,100552110,3087014,3088511,6.6,13,8580
000584,100552280,3087014,3088678,6.6,8,5280
000584,100552280,3087014,3088684,6.6,6,3960
000584,100552320,3087014,3088712,6.6,4,2640
000584,100552320,3087014,3088714,6.6,1,660
000584,100552590,3087014,3088976,6.6,30,19800
000584,100552620,3087014,3088992,6.6,1,660
000584,100553030,3089348,3046475,6.61,50,33050
000584,100553550,3089805,3046475,6.61,44,29084
000584,100553550,3089805,3052327,6.61,6,3966
000584,100553550,3089809,3052327,6.61,10,6610
000584,100553550,3089809,3078493,6.61,4,2644
000584,100553910,3089809,3090272,6.61,20,13220
000584,100554020,3090401,3043945,6.62,10,6620
000584,100554020,3090401,3045527,6.62,20,13240
000584,100554020,3090401,3061478,6.62,10,6620
000584,100554240,3090662,3012000,6.63,18,11934
000584,100554240,3090662,3033649,6.63,13,8619
000584,100554240,3090679,3033649,6.63,31,20553
000584,100554250,3090401,3090702,6.62,7,4634
000584,100554260,3090709,3033649,6.63,32,21216
000584,100554280,3090401,3090724,6.62,4,2648
000584,100554280,3090401,3090730,6.62,1,662
000584,100554380,3090401,3090851,6.62,1,662
000584,100554690,3090401,3091300,6.62,48,31776
000584,100555140,3091877,3091300,6.62,13,8606
000584,100555140,3091877,3033649,6.63,6,3978
000584,100555140,3091877,3046775,6.63,5,3315
000584,100555140,3091877,3055335,6.63,26,17238
000584,100556010,3092949,3055335,6.63,50,33150
000584,100557110,3093932,3055335,6.63,24,15912
000584,100557110,3093932,3027408,6.64,3,1992
000584,100557110,3093932,3028364,6.64,20,13280
000584,100557110,3093932,3051527,6.64,53,35192
000584,100557220,3092963,3094053,6.62,23,15226
000584,100557250,3092963,3094085,6.62,3,1986
000584,100557280,3092963,3094124,6.62,66,43692
000584,100557410,3092963,3094277,6.62,11,7282
000584,100557410,3092963,3094279,6.62,4,2648
000584,100557410,3092963,3094281,6.62,2,1324
000584,100557450,3093565,3094326,6.62,16,10592
000584,100557670,3094372,3094614,6.63,1,663
000584,100600040,3093565,3097198,6.62,3,1986
000584,100600040,3094121,3097198,6.62,1,662
000584,100600040,3095016,3097198,6.62,10,6620
000584,100600040,3097151,3097198,6.62,80,52960
000584,100600260,3097151,3097437,6.62,4,2648
000584,100600270,3097151,3097450,6.62,2,1324
000584,100600290,3097151,3097483,6.62,3,1986
000584,100600310,3097151,3097502,6.62,13,8606
000584,100600390,3097151,3097573,6.62,35,23170
000584,100600650,3090795,3097919,6.61,1,661
000584,100600650,3088699,3097921,6.57,2,1314
000584,100602530,3099848,3097958,6.6,2,1320
000584,100602880,3100178,3097958,6.6,8,5280
000584,100603740,3101178,3097958,6.6,72,47520
000584,100603740,3101178,3101108,6.6,16,10560
000584,100603740,3101178,3100170,6.61,83,54863
000584,100604180,3101705,3101273,6.6,1,660
000584,100604180,3101705,3100170,6.61,9,5949
000584,100605060,3102603,3100170,6.61,55,36355
000584,100606760,3103636,3104587,6.59,1,659
000584,100606760,3103646,3104587,6.59,6,3954
000584,100606760,3103763,3104587,6.59,3,1977
000584,100606760,3103886,3104587,6.59,7,4613
000584,100606760,3104131,3104587,6.59,2,1318
000584,100606760,3100513,3104587,6.58,3,1974
000584,100606760,3100595,3104587,6.58,28,18424
000584,100607320,3105281,3104155,6.6,51,33660
000584,100607610,3105545,3104155,6.6,10,6600
000584,100607840,3105756,3104155,6.6,4,2640
000584,100609260,3107254,3106361,6.59,8,5272
000584,100609270,3100595,3107264,6.58,5,3290
000584,100609330,3100595,3107338,6.58,4,2632
000584,100609440,3100595,3107470,6.58,1,658
000584,100611600,3109713,3106361,6.59,12,7908
000584,100612310,3110369,3106361,6.59,6,3954
000584,100612350,3100595,3110428,6.58,2,1316
000584,100612380,3101829,3110484,6.58,1,658
000584,100612450,3101829,3110573,6.58,3,1974
000584,100612450,3101829,3110575,6.58,8,5264
000584,100612470,3101829,3110596,6.58,22,14476
000584,100612470,3103665,3110596,6.58,1,658
000584,100612470,3103666,3110596,6.58,1,658
000584,100612470,3103669,3110596,6.58,1,658
000584,100612470,3106597,3110596,6.58,13,8554
000584,100612470,3110091,3110596,6.58,4,2632
000584,100613220,3111839,3110596,6.58,10,6580
000584,100615170,3088699,3113929,6.57,8,5256
000584,100615170,3090053,3113932,6.57,2,1314
000584,100615180,3090053,3113944,6.57,5,3285
000584,100615180,3090053,3113947,6.57,2,1314
000584,100615180,3090053,3113949,6.57,1,657
000584,100615180,3090335,3113953,6.57,1,657
000584,100615180,3090335,3113957,6.57,1,657
000584,100615180,3090335,3113961,6.57,1,657
000584,100615190,3090335,3113976,6.57,1,657
000584,100615190,3090335,3113983,6.57,1,657
000584,100615190,3090335,3113985,6.57,1,657
000584,100615190,3090335,3113987,6.57,3,1971
000584,100615200,3090335,3113998,6.57,1,657
000584,100615200,3100510,3113998,6.57,1,657
000584,100615200,3100527,3113998,6.57,1,657
000584,100615200,3100528,3113998,6.57,1,657
000584,100615200,3101356,3113998,6.57,1,657
000584,100615200,3101356,3114006,6.57,1,657
000584,100615370,3101356,3114263,6.57,1,657
000584,100615370,3101356,3114265,6.57,2,1314
000584,100616150,3101356,3115376,6.57,10,6589
000584,100616530,3115860,3115376,6.57,10,6570
000584,100618360,3117860,3115376,6.57,7,4599
000584,100620590,3120504,3111194,6.58,5,3290
000584,100622100,3121050,3122335,6.57,55,36135
