code,time,price,vol,type,order_type,order_no
000584,100234160,6.86,10,2,2,2878307
000584,100236300,6.44,1,2,1,2880512
000584,100239310,6.45,12,2,1,2883878
000584,100239630,6.46,10,2,1,2884362
000584,100242170,6.46,3,2,1,2887280
000584,100242180,6.46,15,2,1,2887299
000584,100242250,6.46,22,2,1,2887476
000584,100242390,6.46,15,2,1,2887791
000584,100243970,6.46,14,2,1,2889786
000584,100245160,6.46,2,2,1,2890900
000584,100245180,6.46,6,2,1,2890932
000584,100245190,6.46,3,2,1,2890947
000584,100245200,6.46,1,2,1,2890963
000584,100245200,6.45,7,2,1,2890968
000584,100245200,6.45,10,2,1,2890969
000584,100245210,6.45,1,2,1,2890975
000584,100245210,6.45,12,2,1,2890976
000584,100245210,6.45,12,2,1,2890977
000584,100245210,6.45,7,2,1,2890979
000584,100245210,6.45,24,2,1,2890980
000584,100245210,6.46,18,2,1,2890998
000584,100245270,6.46,42,2,1,2891115
000584,100245330,6.46,1,2,1,2891211
000584,100245840,6.46,6,2,1,2892433
000584,100247800,6.6,1,2,2,2894366
000584,100248240,6.45,1,2,1,2894850
000584,100248270,6.46,10,2,1,2894891
000584,100248360,6.47,10,2,2,2895027
000584,100248420,6.46,5,2,1,2895130
000584,100248440,6.46,1,2,1,2895142
000584,100248460,6.46,10,2,1,2895196
000584,100248470,6.46,7,2,1,2895214
000584,100248650,6.76,30,2,2,2895495
000584,100251150,6.46,2,2,1,2897832
000584,100251380,6.46,10,2,1,2898163
000584,100252790,6.46,200,2,1,2899836
000584,100254070,6.48,8,2,2,2901076
000584,100254210,6.46,13,2,1,2901228
000584,100254210,6.46,6,2,1,2901231
000584,100254220,6.46,8,2,1,2901263
000584,100254290,6.46,4,2,1,2901342
000584,100254400,6.46,3,2,1,2901489
000584,100254470,6.46,1,2,1,2901614
000584,100254480,6.46,1,2,1,2901636
000584,100254540,6.46,1,2,1,2901749
000584,100255410,6.46,200,2,1,2902754
000584,100255490,6.46,2,2,1,2902818
000584,100255620,6.46,2,2,1,2902934
000584,100255780,6.46,2,2,1,2903089
000584,100257130,6.46,10,2,1,2904276
000584,100257130,6.46,7,2,1,2904279
000584,100257130,6.46,12,2,1,2904280
000584,100257140,6.46,7,2,1,2904285
000584,100257140,6.46,24,2,1,2904286
000584,100257140,6.46,12,2,1,2904287
000584,100257270,6.46,2,2,1,2904468
000584,100257270,6.46,3,2,1,2904469
000584,100257340,6.46,13,2,1,2904558
000584,100257400,6.47,1,2,1,2904636
000584,100257910,6.46,150,2,2,2905394
000584,100302840,6.46,7,2,1,2910372
000584,100303230,6.46,1,2,1,2910727
000584,100303410,6.47,8,2,1,2911045
000584,100303450,6.44,4,2,1,2911094
000584,100303480,6.48,1,2,1,2911118
000584,100312450,6.47,10,2,1,2920727
000584,100320040,6.99,35,2,2,2928374
000584,100320070,6.49,1,2,1,2928406
000584,100320930,6.47,21,2,1,2929138
000584,100321250,6.46,1,2,1,2929412
000584,100321810,6.58,20,2,2,2930123
000584,100322820,6.46,100,2,2,2931205
000584,100323150,6.47,328,2,1,2931425
000584,100323240,6.47,30,2,2,2931506
000584,100324200,6.46,1,2,1,2932290
000584,100324200,6.46,1,2,1,2932291
000584,100327910,6.47,20,2,2,2936108
000584,100328680,6.47,10,2,1,2936836
000584,100328910,6.46,10,2,2,2937106
000584,100329650,6.5,20,2,2,2937637
000584,100334300,6.89,50,2,2,2941881
000584,100336270,6.46,196,2,1,2943465
000584,100337920,6.46,8,2,1,2945116
000584,100338340,6.46,10,2,2,2945471
000584,100339130,6.46,1,2,1,2946013
000584,100339790,6.59,30,2,2,2946837
000584,100340120,6.45,24,2,1,2947243
000584,100342240,6.46,1,2,1,2949255
000584,100342390,6.46,21,2,1,2949431
000584,100343240,6.99,6,2,2,2950578
000584,100344230,6.47,50,2,2,2951598
000584,100345310,6.46,10,2,2,2952560
000584,100349680,6.45,1,2,1,2957125
000584,100351580,6.46,20,2,1,2959194
000584,100354160,6.46,1,2,1,2962039
000584,100354210,6.46,1,2,1,2962096
000584,100354540,6.48,1,2,1,2962613
000584,100355740,6.42,14,2,1,2964068
000584,100357120,6.46,20,2,2,2965451
000584,100357960,6.54,1,2,2,2966813
000584,100358470,6.47,190,2,1,2967437
000584,100359080,6.47,154,2,1,2968148
000584,100359350,6.48,1500,2,1,2968423
000584,100359460,6.49,14,2,1,2968489
000584,100359470,6.48,5,2,1,2968493
000584,100359520,6.48,3,2,1,2968540
000584,100359530,6.48,1,2,1,2968558
000584,100400090,6.49,256,2,1,2969030
000584,100400130,6.48,1,2,1,2969081
000584,100400130,6.48,1,2,1,2969082
000584,100400130,6.48,1,2,1,2969096
000584,100400150,6.49,3,2,1,2969105
000584,100400160,6.49,2,2,1,2969123
000584,100400190,6.48,1,2,1,2969154
000584,100400210,6.49,2,2,1,2969180
000584,100400230,6.49,1,2,1,2969197
000584,100400230,6.48,15,2,1,2969198
000584,100400240,6.49,4,2,1,2969213
000584,100400260,6.49,5,2,1,2969245
000584,100400270,6.49,1,2,1,2969277
000584,100400270,6.49,2,2,1,2969278
000584,100400450,6.48,3,2,1,2969542
000584,100400460,6.48,1,2,1,2969549
000584,100400600,6.49,2,2,1,2969757
000584,100400710,6.5,1,2,1,2969936
000584,100400720,6.5,5,2,1,2969946
000584,100400720,6.5,3,2,1,2969950
000584,100400730,6.49,1,2,1,2969973
000584,100400770,6.49,300,2,1,2970041
000584,100401170,6.49,2,2,1,2970639
000584,100401270,6.49,7,2,1,2970755
000584,100401920,6.5,200,2,1,2971468
000584,100402120,6.49,6,2,1,2971700
000584,100402190,6.5,30,2,1,2971754
000584,100402370,6.6,50,2,1,2971879
000584,100402590,6.47,5,2,2,2972081
000584,100403190,6.5,15,2,1,2972731
000584,100403200,6.49,1,2,1,2972755
000584,100403220,6.49,1,2,1,2972773
000584,100403220,6.49,1,2,1,2972781
000584,100403220,6.49,1,2,1,2972782
000584,100403260,6.5,20,2,1,2972817
000584,100403320,6.49,15,2,1,2972918
000584,100403430,6.5,3,2,1,2973080
000584,100403900,6.51,1,2,2,2973705
000584,100404110,6.97,4,2,2,2973916
000584,100404160,6.51,2,2,1,2973963
000584,100404500,6.51,2,2,1,2974451
000584,100404500,6.51,2,2,1,2974454
000584,100405110,6.5,200,2,1,2975157
000584,100405310,6.49,21,2,1,2975455
000584,100406170,6.52,48,2,1,2976189
000584,100406170,6.51,1,2,1,2976197
000584,100406210,6.5,1,2,1,2976292
000584,100406210,6.5,1,2,1,2976296
000584,100406220,6.5,1,2,1,2976298
000584,100406240,6.5,1,2,1,2976338
000584,100406250,6.5,15,2,1,2976354
000584,100406250,6.5,1,2,1,2976358
000584,100406260,6.51,1,2,1,2976360
000584,100406290,6.51,1,2,1,2976414
000584,100406290,6.51,12,2,1,2976422
000584,100406480,6.51,2,2,1,2976722
000584,100406510,6.51,1,2,1,2976757
000584,100406570,6.51,2,2,1,2976821
000584,100409180,6.51,14,2,1,2979262
000584,100409210,6.51,1,2,1,2979297
000584,100409210,6.51,1,2,1,2979298
000584,100409220,6.51,1,2,1,2979301
000584,100409220,6.51,1,2,1,2979302
000584,100409220,6.51,1,2,1,2979303
000584,100409230,6.52,30,2,1,2979321
000584,100409300,6.51,21,2,1,2979397
000584,100409300,6.51,15,2,1,2979405
000584,100409320,6.54,16,2,2,2979418
000584,100409380,6.59,1,2,2,2979490
000584,100410750,6.52,1,2,1,2980859
000584,100411980,6.51,150,2,1,2981870
000584,100412140,6.52,1,2,1,2982063
000584,100412140,6.52,1,2,1,2982064
000584,100412140,6.52,1,2,1,2982065
000584,100412140,6.52,1,2,1,2982069
000584,100412270,6.52,15,2,1,2982275
000584,100412320,6.52,16,2,1,2982314
000584,100412390,6.54,2,2,1,2982368
000584,100412530,6.58,94,2,2,2982509
000584,100415230,6.53,3,2,1,2985177
000584,100415710,6.55,37,2,1,2985703
000584,100415850,6.52,16,2,1,2985878
000584,100416060,6.54,20,2,2,2986145
000584,100416380,6.51,24,2,1,2986457
000584,100418030,6.52,61,2,1,2988003
000584,100418180,6.53,15,2,1,2988138
000584,100418240,6.53,1,2,1,2988208
000584,100418250,6.55,3,2,2,2988220
000584,100418440,6.54,22,2,1,2988435
000584,100418640,6.54,50,2,2,2988733
000584,100420000,6.54,4,2,2,2989983
000584,100420060,6.53,1,2,1,2990054
000584,100420730,6.97,50,2,2,2990582
000584,100420900,6.54,30,2,2,2990770
000584,100420990,6.54,220,2,1,2990836
000584,100421270,6.54,15,2,1,2991111
000584,100421300,6.54,1,2,1,2991153
000584,100421450,6.55,3,2,1,2991291
000584,100421500,6.55,1,2,1,2991374
000584,100421740,6.55,300,2,1,2991781
000584,100422420,6.54,5,2,1,2992473
000584,100423970,6.55,4,2,1,2993829
000584,100424210,6.55,16,2,1,2994064
000584,100425480,6.55,260,2,1,2995474
000584,100426750,6.55,13,2,1,2996437
000584,100427200,6.55,1,2,1,2996799
000584,100427200,6.55,1,2,1,2996800
000584,100427200,6.55,1,2,1,2996802
000584,100427200,6.55,1,2,1,2996805
000584,100427330,6.55,2,2,1,2996987
000584,100427430,6.56,2,2,1,2997111
000584,100427430,6.56,2,2,1,2997113
000584,100427430,6.56,3,2,1,2997115
000584,100427430,6.56,3,2,1,2997117
000584,100427430,6.56,3,2,1,2997121
000584,100427440,6.56,1,2,1,2997128
000584,100427440,6.56,1,2,1,2997130
000584,100427450,6.56,16,2,1,2997147
000584,100427840,6.59,20,2,1,2997601
000584,100427910,6.56,20,2,1,2997721
000584,100428240,6.59,100,2,1,2998104
000584,100428550,6.78,149,2,2,2998357
000584,100429830,6.6,239,2,1,2999433
000584,100430130,6.56,1,2,1,2999665
000584,100430130,6.56,1,2,1,2999666
000584,100430130,6.56,1,2,1,2999667
000584,100430130,6.56,1,2,1,2999668
000584,100430290,6.56,16,2,1,2999861
000584,100430360,6.56,20,2,1,2999927
000584,100430370,6.59,16,2,2,2999943
000584,100430610,6.55,8,2,2,3000248
000584,100430670,6.56,20,2,1,3000308
000584,100430950,6.58,34,2,2,3000654
000584,100430960,6.64,100,2,1,3000663
000584,100432200,6.6,190,2,1,3001689
000584,100432340,6.56,16,2,1,3001809
000584,100432550,6.46,5,2,2,3002003
000584,100432900,6.56,20,2,2,3002264
000584,100433000,6.55,20,2,2,3002387
000584,100433140,6.59,13,2,2,3002506
000584,100433160,6.56,30,2,1,3002529
000584,100433360,6.56,1,2,1,3002775
000584,100433430,6.61,50,2,1,3002826
000584,100434250,6.56,200,2,1,3003747
000584,100434490,6.56,22,2,1,3003989
000584,100436210,6.56,1,2,1,3005567
000584,100438230,6.6,30,2,1,3007661
000584,100438500,6.61,61,2,1,3007870
000584,100438820,6.6,11,2,2,3008109
000584,100439600,6.65,124,2,1,3008887
000584,100440370,6.66,10,2,2,3009733
000584,100440900,6.57,50,2,1,3010167
000584,100441430,6.59,20,2,2,3010676
000584,100441970,6.59,10,2,2,3011137
000584,100442030,6.61,10,2,1,3011192
000584,100442170,6.58,15,2,1,3011303
000584,100442200,6.57,1,2,1,3011320
000584,100442350,6.52,4,2,1,3011479
000584,100442580,6.57,100,2,1,3011717
000584,100442810,6.63,50,2,2,3012000
000584,100443020,6.65,1,2,2,3012252
000584,100443290,6.6,258,2,1,3012479
000584,100443580,6.6,389,2,1,3012766
000584,100443650,6.59,20,2,2,3012809
000584,100444340,6.55,13,2,1,3013428
000584,100444640,6.99,11,2,2,3013689
000584,100445030,6.6,15,2,1,3014036
000584,100445200,6.6,1,2,1,3014154
000584,100445340,6.6,2,2,1,3014301
000584,100445410,6.61,16,2,1,3014365
000584,100445470,6.6,5,2,1,3014424
000584,100445950,6.6,200,2,1,3015210
000584,100445980,6.59,3,2,2,3015254
000584,100446060,6.6,50,2,2,3015314
000584,100446270,6.59,8,2,1,3015557
000584,100446450,6.61,200,2,1,3015715
000584,100446480,6.61,1,2,2,3015756
000584,100446800,6.63,15,2,1,3016084
000584,100446800,6.63,15,2,1,3016086
000584,100446800,6.63,15,2,1,3016090
000584,100447110,6.57,23,2,1,3016346
000584,100447550,0.0,6,1,1,3016703
000584,100447700,6.57,21,2,2,3016851
000584,100448210,6.61,1,2,1,3017369
000584,100448280,6.62,5,2,1,3017474
000584,100448330,6.61,1,2,2,3017533
000584,100448380,6.62,42,2,1,3017590
000584,100448390,6.76,100,2,2,3017593
000584,100448630,6.65,20,2,1,3017910
000584,100448880,6.62,1,2,2,3018186
000584,100449120,6.6,25,2,1,3018483
000584,100449430,6.62,1,2,2,3018833
000584,100449940,6.63,10,2,1,3019295
000584,100450230,6.64,190,2,2,3019584
000584,100450490,6.6,8,2,1,3019881
000584,100450710,6.61,4,2,2,3020072
000584,100450960,6.61,1,2,2,3020279
000584,100451250,6.62,1,2,2,3020544
000584,100451250,6.61,5,2,2,3020547
000584,100451250,6.62,31,2,2,3020553
000584,100451270,6.62,2,2,2,3020597
000584,100451280,6.62,31,2,2,3020603
000584,100451300,6.61,10,2,2,3020623
000584,100451310,6.61,5,2,2,3020631
000584,100451330,6.65,1,2,1,3020661
000584,100451390,6.62,2,2,2,3020716
000584,100451510,6.62,3,2,2,3020871
000584,100451740,6.6,2,2,2,3021231
000584,100451810,6.6,1,2,2,3021310
000584,100451890,6.62,100,2,2,3021400
000584,100452140,6.61,16,2,1,3021709
000584,100452150,6.61,1,2,1,3021725
000584,100452210,6.6,1,2,2,3021787
000584,100452650,6.6,1,2,2,3022273
000584,100452730,6.63,20,2,1,3022341
000584,100452760,6.61,100,2,2,3022382
000584,100452820,6.6,1,2,2,3022436
000584,100452820,6.6,1,2,2,3022438
000584,100452820,6.6,1,2,2,3022442
000584,100453030,6.62,4,2,1,3022653
000584,100453160,6.65,400,2,2,3022759
000584,100453170,6.6,2,2,2,3022781
000584,100453290,6.6,6,2,2,3022921
000584,100453300,6.61,239,2,2,3022932
000584,100453310,6.6,200,2,2,3022935
000584,100453310,6.58,100,2,2,3022942
000584,100453420,6.6,10,2,2,3023028
000584,100453480,6.68,12,2,1,3023066
000584,100453560,6.62,2,2,1,3023198
000584,100453700,6.64,16,2,1,3023327
000584,100453730,6.57,1,2,2,3023354
000584,100453750,6.57,1,2,2,3023369
000584,100453800,6.57,1,2,2,3023407
000584,100453820,6.65,7,2,1,3023419
000584,100453960,6.61,50,2,2,3023572
000584,100454190,6.6,18,2,1,3023762
000584,100454330,6.6,20,2,2,3023924
000584,100454350,6.57,1,2,1,3023955
000584,100454370,6.57,11,2,2,3023975
000584,100454410,6.57,1,2,2,3024009
000584,100454410,6.51,4,2,1,3024019
000584,100454460,6.58,10,2,1,3024083
000584,100454510,6.57,1,2,2,3024128
000584,100454510,6.57,1,2,2,3024130
000584,100454580,6.57,1,2,1,3024197
000584,100454610,6.66,34,2,1,3024223
000584,100455590,6.75,5,2,2,3025211
000584,100455760,6.57,49,2,2,3025336
000584,100455790,6.61,63,2,1,3025373
000584,100455920,6.44,19,2,2,3025489
000584,100455920,6.63,8,2,1,3025491
000584,100456190,6.44,102,2,2,3025734
000584,100456510,6.55,13,2,1,3026058
000584,100456680,6.8,7,2,2,3026227
000584,100456790,6.57,50,2,2,3026357
000584,100457240,6.61,20,2,1,3026782
000584,100457290,6.57,6,2,1,3026824
000584,100457340,6.57,14,2,1,3026903
000584,100457460,6.6,16,2,2,3027022
000584,100457470,6.6,20,2,2,3027036
000584,100457500,6.57,91,2,1,3027078
000584,100457510,6.57,81,2,1,3027080
000584,100457760,6.64,3,2,2,3027408
000584,100458310,6.59,72,2,2,3028000
000584,100458600,6.63,3,2,1,3028224
000584,100458640,6.58,13,2,1,3028260
000584,100458740,6.52,4,2,1,3028354
000584,100458750,6.64,20,2,2,3028364
000584,100459050,6.6,150,2,2,3028601
000584,100459210,6.6,100,2,2,3028731
000584,100459860,6.6,190,2,2,3029303
000584,100500300,6.58,1,2,1,3029779
000584,100500310,6.58,1,2,1,3029781
000584,100500310,6.57,5,2,2,3029782
000584,100500330,6.57,4,2,2,3029812
000584,100500480,6.57,5,2,2,3029996
000584,100500510,6.57,5,2,2,3030040
000584,100500650,6.6,1,2,1,3030204
000584,100500730,6.99,60,2,2,3030293
000584,100500800,6.58,239,2,2,3030387
000584,100501280,6.65,11,2,2,3031022
000584,100501350,6.57,100,2,2,3031083
000584,100502000,6.56,10,2,1,3031847
000584,100502610,6.57,2,2,1,3032455
000584,100502900,6.99,46,2,1,3032721
000584,100503420,6.45,13,2,2,3033251
000584,100503750,6.59,67,2,1,3033613
000584,100503770,6.63,82,2,2,3033649
000584,100504080,6.56,1,2,2,3034056
000584,100504160,6.56,1,2,2,3034162
000584,100504200,6.56,1,2,2,3034202
000584,100504410,6.52,4,2,1,3034436
000584,100504490,6.57,300,2,1,3034540
000584,100504540,6.58,10,2,1,3034586
000584,100505060,6.62,18,2,1,3035083
000584,100505140,6.57,10,2,1,3035150
000584,100505300,6.59,50,2,2,3035320
000584,100505950,6.6,24,2,1,3035938
000584,100506290,6.57,3,2,2,3036287
000584,100506570,6.57,2,2,2,3036643
000584,100506660,6.57,2,2,2,3036792
000584,100506940,6.6,20,2,1,3037151
000584,100507310,6.55,23,2,1,3037567
000584,100507520,6.55,18,2,1,3037798
000584,100507880,6.57,200,2,2,3038183
000584,100507890,6.58,11,2,1,3038192
000584,100507910,6.99,10,2,2,3038202
000584,100508040,6.6,15,2,1,3038320
000584,100508350,6.57,16,2,1,3038609
000584,100508430,6.58,175,2,1,3038690
000584,100508490,6.59,59,2,1,3038748
000584,100509310,6.59,6,2,2,3039617
000584,100509450,6.59,6,2,2,3039797
000584,100509550,6.59,6,2,2,3039903
000584,100509970,6.59,3,2,2,3040503
000584,100510300,6.56,18,2,1,3040829
000584,100510310,6.99,20,2,2,3040838
000584,100510830,6.57,10,2,1,3041355
000584,100511000,6.59,190,2,2,3041511
000584,100512060,6.56,20,2,1,3042429
000584,100512180,6.57,20,2,2,3042581
000584,100512190,6.57,10,2,2,3042584
000584,100512960,6.58,17,2,2,3043594
000584,100512980,6.58,100,2,1,3043629
000584,100513040,6.58,69,2,2,3043885
000584,100513100,6.62,10,2,2,3043945
000584,100514000,6.59,3,2,1,3044709
000584,100514070,6.57,28,2,2,3044769
000584,100514800,6.62,20,2,2,3045527
000584,100514990,6.62,32,2,1,3045707
000584,100515190,6.58,200,2,2,3045906
000584,100515220,6.57,21,2,2,3045939
000584,100515230,6.57,6,2,2,3045957
000584,100515330,6.58,17,2,2,3046054
000584,100515400,6.57,26,2,2,3046110
000584,100515710,6.61,94,2,2,3046475
000584,100515860,6.57,1,2,2,3046635
000584,100515860,6.57,2,2,2,3046637
000584,100515900,6.58,2,2,2,3046662
000584,100515930,6.58,3,2,1,3046690
000584,100515990,6.63,5,2,2,3046775
000584,100516220,6.65,400,2,2,3046976
000584,100516410,6.6,5,2,2,3047154
000584,100516550,6.59,3,2,1,3047262
000584,100516570,6.46,10,2,1,3047272
000584,100516600,6.58,100,2,2,3047304
000584,100516880,6.56,14,2,2,3047532
000584,100516890,6.56,14,2,2,3047537
000584,100516920,6.56,14,2,2,3047568
000584,100516940,6.56,11,2,2,3047589
000584,100516980,6.56,6,2,2,3047645
000584,100517020,6.59,17,2,1,3047667
000584,100517280,6.45,34,2,2,3047896
000584,100518200,6.52,4,2,1,3048747
000584,100518390,6.54,33,2,2,3048974
000584,100518390,6.54,7,2,2,3048982
000584,100518420,6.59,20,2,2,3049012
000584,100518480,6.55,3,2,2,3049122
000584,100518520,6.55,10,2,2,3049204
000584,100518570,6.59,10,2,1,3049277
000584,100519030,6.59,25,2,1,3049989
000584,100519530,6.6,8,2,2,3050617
000584,100519740,6.57,1,2,1,3050897
000584,100519930,6.56,1,2,2,3051113
000584,100519930,6.56,1,2,2,3051115
000584,100519940,6.56,1,2,2,3051134
000584,100520160,6.57,1,2,2,3051367
000584,100520310,6.64,100,2,2,3051527
000584,100520560,6.58,40,2,2,3051763
000584,100520650,6.54,25,2,2,3051849
000584,100520650,6.54,18,2,2,3051857
000584,100520670,6.6,10,2,2,3051886
000584,100521140,6.61,16,2,2,3052327
000584,100521220,6.6,1,2,2,3052414
000584,100521280,6.53,5,2,2,3052506
000584,100521310,6.53,24,2,2,3052538
000584,100521310,6.53,20,2,2,3052540
000584,100521360,6.53,4,2,2,3052665
000584,100521400,6.53,12,2,2,3052722
000584,100521400,6.53,8,2,2,3052728
000584,100522440,6.57,50,2,2,3054252
000584,100522570,6.56,1,2,1,3054467
000584,100522720,6.59,20,2,1,3054601
000584,100522720,6.56,66,2,2,3054610
000584,100523380,6.56,1,2,2,3055286
000584,100523440,6.63,100,2,2,3055335
000584,100523630,6.64,21,2,2,3055518
000584,100524180,6.52,16,2,2,3056134
000584,100524300,6.53,9,2,2,3056352
000584,100524300,6.53,5,2,2,3056354
000584,100524310,6.57,5,2,1,3056356
000584,100524340,6.53,5,2,2,3056391
000584,100524450,6.55,5,2,1,3056533
000584,100527100,6.9,8,2,2,3059664
000584,100527220,6.65,10,2,2,3059834
000584,100527300,6.56,10,2,1,3059991
000584,100527330,6.55,5,2,2,3060020
000584,100527330,6.53,1,2,2,3060023
000584,100527330,6.53,1,2,2,3060025
000584,100527370,6.52,11,2,2,3060069
000584,100527550,6.5,46,2,1,3060333
000584,100527730,6.76,1,2,2,3060594
000584,100527810,6.66,10,2,1,3060720
000584,100528680,6.62,10,2,2,3061478
000584,100529050,6.56,10,2,1,3061745
000584,100529350,6.56,3,2,1,3061991
000584,100530080,6.54,10,2,2,3062779
000584,100530200,6.54,1,2,1,3062954
000584,100530200,6.54,1,2,1,3062955
000584,100530430,6.52,8,2,2,3063354
000584,100531760,6.56,20,2,1,3065229
000584,100532110,6.66,6,2,2,3065543
000584,100532210,6.58,14,2,1,3065702
000584,100532310,6.55,18,2,1,3065820
000584,100532530,6.56,2,2,1,3066014
000584,100532600,6.56,10,2,2,3066106
000584,100532630,6.58,60,2,2,3066143
000584,100532690,6.54,23,2,1,3066190
000584,100532810,6.56,20,2,1,3066335
000584,100532930,6.5,5,2,1,3066439
000584,100532990,6.99,100,1,1,3066531
000584,100533030,6.69,30,2,2,3066594
000584,100533180,6.57,2,2,2,3066823
000584,100533180,6.57,3,2,2,3066825
000584,100533180,6.57,5,2,2,3066827
000584,100533180,6.57,2,2,2,3066829
000584,100533200,6.57,6,2,2,3066861
000584,100533210,6.57,3,2,2,3066864
000584,100533340,6.57,1,2,1,3067111
000584,100533450,6.54,6,2,2,3067240
000584,100533450,6.54,12,2,2,3067252
000584,100533490,6.54,7,2,1,3067309
000584,100533570,6.57,73,2,2,3067420
000584,100533650,6.55,100,2,1,3067558
000584,100533710,6.57,1,2,2,3067622
000584,100533710,6.57,2,2,2,3067626
000584,100533810,6.57,1,2,2,3067786
000584,100533840,6.55,10,2,1,3067818
000584,100533890,6.52,50,2,1,3067896
000584,100533910,6.53,2,2,1,3067915
000584,100534490,6.38,20,2,1,3068573
000584,100534800,6.56,20,2,1,3068914
000584,100535040,6.54,21,2,1,3069163
000584,100535500,6.58,20,2,1,3069584
000584,100535620,6.55,15,2,1,3069707
000584,100535970,6.57,20,2,2,3070014
000584,100536160,6.56,1,2,2,3070221
000584,100536160,6.56,1,2,2,3070223
000584,100536160,6.56,2,2,2,3070225
000584,100536160,6.56,1,2,2,3070227
000584,100536200,6.56,1,2,2,3070259
000584,100536200,6.56,1,2,2,3070261
000584,100536230,6.54,3,2,2,3070279
000584,100536230,6.54,22,2,2,3070286
000584,100536280,6.54,3,2,2,3070346
000584,100536320,6.57,1,2,2,3070401
000584,100536330,6.57,1,2,2,3070404
000584,100536360,6.54,5,2,2,3070467
000584,100536430,6.57,1,2,2,3070552
000584,100536430,6.57,1,2,2,3070553
000584,100536450,6.57,1,2,2,3070590
000584,100536460,6.57,2,2,2,3070603
000584,100536460,6.57,1,2,2,3070604
000584,100536480,6.56,1,2,2,3070640
000584,100536490,6.56,1,2,2,3070660
000584,100536530,6.57,1,2,2,3070718
000584,100536530,6.5,4,2,1,3070719
000584,100536540,6.56,1,2,2,3070738
000584,100536560,6.57,1,2,2,3070759
000584,100536590,6.57,5,2,2,3070820
000584,100536670,6.53,15,2,1,3070983
000584,100536740,6.57,2,2,2,3071085
000584,100536740,6.57,3,2,2,3071093
000584,100536810,6.54,28,2,1,3071161
000584,100536880,6.58,3,2,1,3071235
000584,100537020,6.57,21,2,2,3071435
000584,100537220,6.57,1,2,2,3071740
000584,100537390,6.57,132,2,2,3071874
000584,100537890,6.57,1,2,2,3072332
000584,100538430,6.56,1,2,2,3072937
000584,100538430,6.56,1,2,2,3072938
000584,100538450,6.57,10,2,2,3072957
000584,100538540,6.56,1,2,2,3073041
000584,100538690,6.57,2,2,2,3073156
000584,100538740,6.56,1,2,2,3073202
000584,100538750,6.56,1,2,2,3073263
000584,100538960,6.56,1,2,2,3073450
000584,100539040,6.56,1,2,2,3073550
000584,100539090,6.56,2,2,2,3073615
000584,100539170,6.53,25,2,2,3073754
000584,100539170,6.53,5,2,2,3073759
000584,100539190,6.53,7,2,2,3073787
000584,100539250,6.56,1,2,2,3073850
000584,100539290,6.57,100,2,2,3073907
000584,100539990,6.55,1,2,1,3074982
000584,100540030,6.75,22,2,2,3075035
000584,100540720,6.57,32,2,2,3075846
000584,100540940,6.57,23,2,1,3076030
000584,100541000,6.99,10,2,2,3076080
000584,100541580,6.57,10,2,1,3076633
000584,100542100,6.56,129,2,1,3077207
000584,100542160,6.56,50,2,1,3077296
000584,100542200,6.55,1,2,1,3077356
000584,100542210,6.55,1,2,1,3077362
000584,100542270,6.53,5,2,2,3077438
000584,100542270,6.53,3,2,2,3077443
000584,100542280,6.53,2,2,2,3077461
000584,100542290,6.56,6,2,2,3077470
000584,100542310,6.56,14,2,2,3077503
000584,100542380,6.56,1,2,1,3077613
000584,100542390,6.53,17,2,2,3077625
000584,100542660,6.56,10,2,2,3078039
000584,100543030,6.61,4,2,2,3078493
000584,100543120,6.55,4,2,1,3078581
000584,100543300,6.55,10,2,1,3078779
000584,100543740,6.56,16,2,1,3079268
000584,100544520,6.56,1,2,2,3079997
000584,100544650,6.56,11,2,1,3080121
000584,100545090,6.56,30,2,1,3080482
000584,100545290,6.54,15,2,2,3080734
000584,100545290,6.54,3,2,2,3080737
000584,100545300,6.54,22,2,2,3080747
000584,100545310,6.54,3,2,2,3080760
000584,100545380,6.5,1,2,1,3080817
000584,100546050,6.7,30,2,2,3081641
000584,100546930,6.56,345,2,1,3082461
000584,100548220,6.56,1,2,1,3083765
000584,100548220,6.56,1,2,1,3083766
000584,100548250,6.55,33,2,2,3083935
000584,100548260,6.55,11,2,2,3083950
000584,100548260,6.55,17,2,2,3083958
000584,100548260,6.55,8,2,2,3083961
000584,100548270,6.55,8,2,2,3084013
000584,100548330,6.55,7,2,2,3084085
000584,100548620,6.56,18,2,1,3084449
000584,100548690,6.57,20,2,2,3084597
000584,100548850,6.57,82,2,1,3084820
000584,100548870,6.59,180,2,1,3084856
000584,100549530,6.57,200,2,1,3085589
000584,100549750,6.57,6,2,1,3085783
000584,100549750,6.58,150,2,1,3085788
000584,100550090,6.59,1,2,1,3086125
000584,100550090,6.59,1,2,1,3086127
000584,100550100,6.59,1,2,1,3086138
000584,100550240,6.68,231,2,2,3086286
000584,100550370,6.56,1,2,1,3086413
000584,100550520,6.6,105,2,1,3086554
000584,100550730,6.6,1,2,1,3086756
000584,100550740,6.59,200,2,1,3086761
000584,100550790,6.6,1,2,1,3086794
000584,100551030,6.59,200,2,1,3086981
000584,100551070,6.6,500,2,1,3087014
000584,100551130,6.59,7,2,2,3087104
000584,100551170,6.59,5,2,2,3087149
000584,100551170,6.59,6,2,2,3087151
000584,100551170,6.59,4,2,2,3087153
000584,100551170,6.59,8,2,2,3087155
000584,100551200,6.58,22,2,2,3087194
